CNTRYID,CNT,CNTSCHID,SN,CNTSTUID,PVMATH,PVREAD,PVSCIE,PVSCEP,PVSCED,PVSCID,PVSKCO,PVSKPE,PVSSPH,PVSSLI,PVSSES,SMINS,SMINH,ESCS,IBTEACH,TEACHSUP,ENVAWARE,JOYSCIE,INTBRSCI,SCIEEFF,MOTIVAT,EPIST,ICTHOME,INTICT,COMPICT,AUTICT,INSTSCIE,TDTEACH,ADINST
158,TAP,15800064,2291,15801614,545.0758,488.4409,549.6,532.3488,543.0915,567.1038,531.7595,576.6215,542.5347,572.5416,573.632,180,3,.3041,-.3679,.9209,.0194,.5094,1.0787,.723,-.4599,2.1552,9,.9718,1.1355,2.0955,.3708,.4505,.6524
158,TAP,15800164,5908,15801615,538.2917,522.7011,553.7396,560.7842,496.7001,529.4318,585.589,539.2483,521.0739,559.1691,538.8173,100,1.66666666666667,-1.0252,-1.8609,-.3036,.9638,.5094,.1409,2.3272,-.7114,1.5636,5,.8655,1.9359,2.0955,-.7778,-.8749,-1.9656
158,TAP,15800150,5419,15801617,650.9748,570.9428,592.9927,612.2774,578.6491,569.1683,622.9057,578.219,623.6879,599.6146,649.1499,360,6,1.0238,-.2061,1.4475,.907,-.1336,1.2381,1.5176,1.3961,2.1552,9,.4658,-.9874,-1.4399,.3708,.1931,-.3816
158,TAP,15800125,4529,15801619,686.1609,584.5533,662.0008,688.5307,688.6177,665.9649,726.1921,669.0886,685.8654,661.1834,681.4439,225,3.75,.7095,-.3698,1.4475,.9942,2.1635,1.4766,1.857,.8598,1.0797,10,.0789,-.5034,.1216,1.7359,.7979,2.0469
158,TAP,15800107,3849,15801622,515.3217,508.8638,525.0456,545.8222,536.3956,529.2228,535.4545,509.2938,514.5908,515.3204,535.3909,90,1.5,.0946,-.1979,.3758,-.0809,-.395,.0795,-.2108,-.1651,-.1933,9,-.4314,.0226,-.6073,.3708,.2483,.3181
158,TAP,15800059,2108,15801626,576.1995,530.9638,515.5845,516.5212,544.2897,537.2091,521.3752,535.6072,509.9263,510.341,513.9307,0,0,-.2991, , ,-.2844,-.8208,-1.0845,-.2443,1.3961,-.1933,5,-.0862,.0226,-.3297,-.0948,.9505,1.3974
158,TAP,15800030,1068,15801628,545.6728,452.0868,510.7286,532.524,496.1651,538.7298,524.0196,509.5265,532.8801,515.117,501.1384,200,3.33333333333333,-.6955,-.5407,-.4082,-.0809,.5094,.0345,.9616,-1.1822,-.1904,10,-.2479,.0226,.1216,.3708,.4505,-.3816
158,TAP,15800118,4268,15801629,559.8606,516.2548,539.0684,543.8352,543.1608,559.4057,515.9152,531.4085,563.2831,560.1166,571.4593,200,3.33333333333333,-1.2702,-.8859,-.2618,.0194,-.6306,.228,-1.0524,-.2776,.5824,7,-.59,-1.5179,-.4607,1.7359,2.0781,1.3974
158,TAP,15800082,2955,15801630,655.99,550.955,610.4913,589.8011,608.3705,610.0269,590.4162,623.0455,594.5527,609.8186,602.3372,400,6.66666666666667,.7931,-.8013,1.4475,-.7649,.5094,.9248,-.3919,.1111,1.5636,8,1.4003,-.6315,.7627,.3708,-.6102,-.3562
158,TAP,15800120,4345,15801631,628.7907,599.8282,620.7096,614.8439,612.8601,599.8087,651.0222,617.0672,642.2321,615.7593,641.0898,315,5.25,.4906,-.0258,-.2618,.0194,.5094,.2367,.5008,1.8543,1.5636,9,.3464,1.9359,-.1563,.3708,.4423,.0214
158,TAP,15800026,896,15801632,594.7383,563.9238,561.1279,561.3794,593.8667,586.9078,534.28,587.1827,548.6015,564.3927,559.5842,0,0,-.074, , ,-.1306,-1.7159,-.3187,-.5975,.4631,-.1933,9,.3378,.6496,.8567,1.7359,99,99
158,TAP,15800082,2930,15801633,682.8469,607.1197,670.6117,677.7678,648.0487,673.1753,695.6273,666.39,667.5837,659.5345,651.308,500,8.33333333333333,.6549,-.9846,-1.0718,3.2811,.5094,.2009,3.2775,.0437,-.5013,6,-1.1778,.0226,.1216,.3708,-2.4476,-1.9656
158,TAP,15800171,6167,15801634,564.2537,564.3593,560.8827,557.9807,533.2735,552.6726,556.5592,556.715,549.0278,560.0868,582.9648,100,1.66666666666667,-.0448,-.7462,-.4684,.0698,.5094,.964,.3191,.8598,2.1552,8,1.1132,1.9359,2.0955,1.7359,2.0781,1.3974
158,TAP,15800174,6284,15801635,626.2623,560.1912,611.3339,595.8404,580.8517,585.6891,597.8496,581.9127,599.7992,612.4064,617.7065,300,5,-.2741,.4992,-1.0718,.656,1.1074,.0627,.7171,.1717,.4713,7,.0789,.0226,1.0177,.3708,.4505,-.0001
158,TAP,15800195,7020,15801637,594.1319,428.6137,519.5386,528.4863,531.329,506.2893,557.9485,499.387,512.1653,504.5459,502.7798,200,3.33333333333333,-.5228, , ,.0194,-.8208,.8431,-.0581,-1.1822,-.1933,9,-1.0212,-.6446,.1216,1.2423,99,99
158,TAP,15800154,5579,15801638,554.8351,472.2536,507.7802,518.2883,490.8015,528.447,524.9812,478.6264,488.8467,486.6675,526.0002,100,1.66666666666667,.422,-.1772,-.0971,-.5705,.042,.324,.3155,.4631,.5975,10,-.2479,.4907,-.1563,-.0948,-.3597,.6524
158,TAP,15800128,4638,15801640,620.6561,563.5837,654.3433,654.2404,654.5691,650.2055,662.9896,666.5368,623.6732,633.6821,643.8086,180,3,.5082,-1.1341,-.4082,1.6265,.5094,2.4511,.1625,1.8543,.9214,8,.6608,-.227,.7864,.3708,99,99
158,TAP,15800144,5199,15801641,735.4164,673.3029,709.5152,689.9359,700.0982,710.1754,687.2358,689.429,698.3301,680.1676,724.4662,250,4.16666666666667,1.1915,-.36,1.4475,.2115,.3914,.0177,-.0631,1.3961,1.5636,6,.5404,-1.0271,1.2147,-.9922,-.4258,-.3816
158,TAP,15800101,3623,15801642,530.2933,511.7575,520.0621,507.0608,536.7019,516.8621,516.4864,501.2,515.9946,519.5986,511.3928,100,1.66666666666667,-.2865,-.112,-.1164,-.0809,-.8208,-.2052,-1.0515,.8101,-.1933,9,-.0862,.4173,.1216,-1.9301,-.2836,-.3816
158,TAP,15800008,261,15801643,696.2899,636.5038,703.7574,713.9703,701.638,699.5256,710.4291,687.1165,698.5289,698.2673,686.5577,200,3.33333333333333,.6992,-1.2193,.9209,.0194,-.6148,.1075,-.3787,.4631,2.1552,9,-.089,-.335,1.1508,.3708,.5819,-.0163
158,TAP,15800064,2289,15801644,591.427,557.3716,566.6271,556.5885,578.0565,561.4658,589.8565,589.2755,557.8205,583.8653,573.2157,225,3.75,.1769,-.4466,.0048,-.2325,-.8208,-.7816,-1.0619,-.4849,.231,7,.0666,-.5907,.1216,-1.2836,2.0781,.0214
158,TAP,15800181,6538,15801646,538.6736,549.6956,526.3099,513.0655,510.0887,523.5974,527.8283,537.8051,520.7694,533.6526,500.4616,300,5,-.5012,-.1772,-.2776,-.3348,-.395,-.2865,-.0065,-.4495,-.8887,4,-.4203,-1.161,-1.2688,.3708,-.6102,-.0001
158,TAP,15800084,2994,15801647,670.6764,623.0183,679.6959,703.7267,660.911,688.1235,710.643,678.4545,658.5034,696.2321,694.9259,200,3.33333333333333,1.1061,-.2155,-.4082,.0194,.5094,.228,2.3335,-.1651,-.1933, ,-.0862,.0226,-.3297,.3708,.2564,-.787
158,TAP,15800027,930,15801649,518.5763,520.8192,522.3827,531.9195,566.0511,538.4649,527.3622,534.7128,569.8578,526.2061,539.1479,220,3.66666666666667,.7633,.2233,.1547,1.6265,-.8208,-.4314,-.0408,.8101,1.5636,8,.0789,1.2899,.833,1.7359,.1272,-.787
158,TAP,15800025,880,15801650,702.6562,674.0169,744.7758,733.6812,699.1429,714.2389,727.6231,706.2261,730.7751,722.7007,720.6467,200,3.33333333333333,.982,-.0303,1.4475,.0194,.5094,.228,.3036,.1717,1.5636,8,-.4203,-.335,-.1865,-.2392,-1.7704,-.3816
158,TAP,15800095,3423,15801651,612.5298,544.3307,599.7965,600.5481,567.0447,606.17,609.295,565.062,563.5531,607.4203,608.8793,100,1.66666666666667,.8152,.0215,1.4475,-.2325,.5094,-.0968,.312,.0297,-.1933,9,.1943,-.4728,-.6774,.3708,-1.7704,1.3754
158,TAP,15800159,5768,15801652,632.5173,481.8406,611.3744,616.936,623.1625,584.3275,622.4016,619.3551,623.7447,591.7998,611.2323,200,3.33333333333333,.0862,-.7282,-.4496,.0194,1.6681,.472,-.898,-.7662,.7771,9,1.7671,-.5252,-.3297,1.7359,-.6102,-.3369
158,TAP,15800175,6301,15801653,605.2483,589.4161,621.8874,658.5622,626.1149,658.5631,685.9722,636.246,651.3317,638.6819,648.5868,225,3.75,.8364,-1.4944,-.7416,3.2811,1.3905,-.1287,3.2775,1.8543,1.1342,8,1.3697,1.1857,2.0955,.3708,.4505,.6524
158,TAP,15800160,5809,15801654,528.5036,447.1199,542.7377,552.1091,516.3572,540.5816,531.98,505.4286,548.87,527.1754,527.6527,80,1.33333333333333,-.9746, , ,-.0809,.5094,.2649,.3155,-1.1706,-.1933,7,-1.1429,-1.1926,.1216,.3708,.4505,-.3816
158,TAP,15800140,5041,15801655,627.5849,593.3782,598.5407,593.8992,611.4575,595.8464,590.8258,581.6677,583.4593,603.8982,578.1237,350,5.83333333333333,.4799,-2.4245,-.4496,-.1702,-.395,.0795,.2993,1.8543,.1527,9,.0666,-.4806,-.1563,.3708,.2659,.6374
158,TAP,15800010,341,15801657,725.1442,642.3326,696.0695,713.5647,682.4422,696.6873,698.8177,687.7711,691.3698,673.1527,675.8748,200,3.33333333333333,.5628,-1.4944,-.9585,-.1306,-.1379,.1138,-.0552,-.4954,-.1933,9,-.5743,-1.0611,-.4607,.3708,-.6102,.0214
158,TAP,15800168,6054,15801659,566.8138,543.1671,510.3326,526.9755,524.4673,534.4373,512.7688,528.6899,508.2655,534.146,510.9208,100,1.66666666666667,-.2141,3.1829,1.4475,.0194,-.8208,-.0935,-.0509,.2861,1.4104, ,2.6352,1.9359,2.0955,-.7778,.2564,.3181
158,TAP,15800091,3253,15801660,452.9127,547.2932,526.4578,526.5569,540.5462,538.7054,522.3201,533.4781,499.732,546.208,514.2144,0,0,-.7376, , ,.0052,-.5781,-.6484,.1589,-.7012,.8912,9,.1395,1.9359,.9339,.3708,-.6102,-1.9656
158,TAP,15800142,5114,15801661,512.7062,505.5637,499.9025,508.2952,489.1173,491.5146,510.2933,499.6336,503.4145,489.5627,537.5131,50,.833333333333333,-.5079,-.121,-.405,.9551,.042,.8104,.1205,.959,2.1552,6,-.4203,-1.7997,-2.5027,.3708,.717,.3379
158,TAP,15800151,5440,15801662,537.7322,489.8973,525.7692,511.7637,533.0639,512.7513,500.3815,514.3774,518.475,510.8623,527.9468,250,4.16666666666667,.126,-.1772,-.7115,-.1323,-.6306,.1537,-.0509,-.2111,-.775,7,-1.2443,-.5836,-.1563,.3708,-.6819,-1.9656
158,TAP,15800183,6576,15801663,543.7175,511.8126,542.6293,575.3428,515.0638,551.535,596.2365,546.8899,578.2731,572.4117,560.3393,180,3,-1.9684,.3998,-.2618,-.2325,-.5781,.5305,.7582,-.8771,-.1933,7,-.59,-.9211,-.7108,1.3336,-.6102,-.3816
158,TAP,15800014,508,15801666,604.8341,597.1039,612.8089,622.6136,606.6233,651.9293,645.8404,628.3476,612.3195,625.9493,633.5108,150,2.5,-.2947,-1.4944,-.2618,.0194,-.1379,-.0908,-.0487,-.8896,-.1933,5,-.2479,-1.0611,.1216,-.7778,-.3693,.0214
158,TAP,15800028,990,15801667,550.3508,453.0364,512.1554,525.966,510.0795,502.3427,536.0472,489.4051,510.3478,494.365,497.5274,135,2.25,.9339,-.8221,-.4496,-.2325,-.8208,-.0908,-.7297,1.3961,1.1319,8,-.0692,-1.1926,-1.1252,.3708,-1.0416,-1.9656
158,TAP,15800068,2444,15801669,511.1219,487.1682,497.4091,516.7382,489.9169,487.8054,508.8911,495.1903,493.0357,463.8899,509.277,100,1.66666666666667,-1.3449,1.0773,1.4475,3.2811,-.1985,.5305,-.7007,1.3961,-.5013,10,.5228,1.9359,2.0955,.3708,-.6102,-.3816
158,TAP,15800177,6386,15801670,570.6473,505.3657,548.3854,536.3326,543.6528,564.7654,562.0405,583.9614,518.3217,558.9306,533.9942,270,4.5,.6755,.9452,.9209,.7007,.5094,1.1228,.9984,-1.0795,.2674,9,-.2479,-.227,.1216,.3708,99,99
158,TAP,15800122,4425,15801673,654.4121,552.9354,601.2116,628.0028,592.3229,598.151,630.9687,611.4532,611.9395,583.9668,610.6884,200,3.33333333333333,-.0112,1.4242,1.4475,.0194,2.1635,1.4315,1.5232,-.1651,-.1933,7,2.6352,-.408,.1216,.3708,.4505,-1.9656
158,TAP,15800130,4683,15801674,532.4995,506.0275,543.9146,519.2025,547.2303,559.3199,507.8574,553.5135,486.5369,550.6235,538.7742,0,0,-.0356, , ,-.0809,-.8208,-.2593,-.9003,-.1651,-.1933,6,-.5743,-.9607,-.4607,.3708,-.6102,.3181
158,TAP,15800112,4028,15801677,617.9805,599.9289,633.5769,640.6178,619.988,639.4123,628.6024,612.0896,629.517,615.688,634.2025,270,4.5,-.3696,-.5645,-.2618,.0194,-.4049,.1738,.3155,-.1651,.8577, ,-.2479,.0226,-.7108,-.2874,2.0781,2.0469
158,TAP,15800038,1350,15801678,544.662,476.4845,544.1263,561.3631,569.709,516.1104,552.8685,525.3318,561.4187,552.3761,540.5639,180,3,-1.3174,.4854,1.4475,1.2283,1.3221,.7736,1.8814,1.3961,-1.7255,10,1.1592,1.4967,1.515,-.7778,-2.4476,-1.9656
158,TAP,15800094,3359,15801679,507.3594,429.0911,521.8504,537.1815,521.6413,522.8565,524.1289,496.2807,567.4514,473.3901,485.0614,270,4.5,-.6566,-.4336,.9209,.748,.5094,.2372,.7161,1.0385,.2634, ,-.8189,-.227,-.4607,1.7359,99,99
158,TAP,15800078,2771,15801680,551.7458,488.8703,506.6084,483.9459,553.1821,518.6149,483.3654,542.1602,493.0274,506.6074,521.3251,100,1.66666666666667,.5661,.6846,-.1164,-.0809,-.395,.0566,-.2624,-.0056,-.1933,8,-.0862,.0226,.1216,1.0558,.2483,.6524
158,TAP,15800033,1151,15801681,650.5613,573.3778,643.8712,645.2508,647.8308,636.8599,639.9572,645.6874,627.6373,646.6262,633.5749,150,2.5,-.1185,-1.2753,-.2618,.0194,.5094,-.0908,-.3825,.1111,-.1933,9,-.2662,.0226,.1216,.3708,-.3597,.3181
158,TAP,15800037,1306,15801682,521.0962,481.1573,507.898,512.269,541.6696,518.5588,492.1142,520.1587,493.0139,512.4725,480.9799,315,5.25,1.3117,.1782,.9209,.8774,-.8208,-.8816,-.0396,-.7662,-.1933,9,-.0862,.0226,.1216,-.7778,.4505,-.3816
158,TAP,15800046,1661,15801683,697.651,586.1034,641.8243,672.6667,609.2692,656.5002,709.2824,643.7317,645.5526,628.4117,652.8644,200,3.33333333333333,.722,-1.7971,-.7578,2.2983,.042,.0627,.9918,-.5643,.5824,9,-.0767,-1.0935,-1.1376,1.7359,-.3597,-.3816
158,TAP,15800068,2446,15801685,513.9041,498.294,510.676,518.0723,494.8226,531.3904,518.9209,513.8834,500.979,491.2691,509.4534,100,1.66666666666667,.2964,.3258,-.1164,-.4375,-.3793,-.0908,.3155,-.1651,-.5013,9,.2086,-.4728,.1216,-1.9301,99,99
158,TAP,15800214,7695,15801690,539.5361,441.064,511.9255,499.6297,466.2451,503.8649,502.2858,482.3066,495.4901,486.8681,476.9553,100,1.66666666666667,-1.3216,-.5087,-.1164,-.1826,-.8208,-.2593,.3155,-.8771,-.1933,4,-.0862,.0226,.1216,1.7359,.4505,.6524
158,TAP,15800033,1150,15801691,590.1383,558.1417,592.0382,594.2197,573.3894,607.1957,590.6013,583.4461,634.1094,576.1823,603.1963,450,7.5,-.1266,-.704,-1.4098,.0007,-.197,.5305,.3155,.4631,-.775,7,-2.9627,-2.2485,-.222,-1.9301,-.6102,-.3816
158,TAP,15800165,5944,15801693,594.794,544.9136,577.5109,543.4206,559.2593,590.0249,589.5284,581.0403,547.9357,607.4562,559.8252,200,3.33333333333333,-.1308,1.2777,1.4475,.0194,.0388,-.1956,-.5816,.9799,2.1552,9,-.0862,.0226,-.7108,-.7778,.5146,-.8077
158,TAP,15800146,5264,15801694,589.8819,493.4181,556.5284,563.3287,575.5061,560.6139,576.2936,555.9518,581.8754,556.4577,568.0038,360,6,.2803,.2699,.6426,.0194,1.3247,1.2381,-.0339,.4631,1.5636,9,1.3697,.0226,.833,1.0218,-.2928,-.0163
158,TAP,15800030,1064,15801696,559.7454,484.6172,525.3978,514.1875,479.3124,544.8031,540.5164,530.7235,550.2159,534.929,540.9009,100,1.66666666666667,.2861,.4737,.8213,-.2786,.0992,-.172,-1.0524,.5952,2.1552,5,.468,1.0433,.5823,-.3035,-1.6517,-1.274
158,TAP,15800177,6390,15801697,633.9595,580.7922,644.5056,645.1133,601.0519,615.0368,666.7945,602.6142,609.8605,634.8451,640.9663,160,2.66666666666667,1.0581,.0656,1.4475,3.2811,2.1635,.2009,1.8872,1.8543,2.1552,8,1.1576,1.9359,2.0955,-.494,99,99
158,TAP,15800056,2012,15801701,635.6502,595.1508,662.2293,659.5069,634.8336,649.3112,655.9909,643.7554,674.5226,644.7427,634.4997,200,3.33333333333333,-.5288,-.7291,-.1164,.0194,.1458,.3835,-.3917,.1111,-.5013,6,-.0692,-.5034,.1216,.7648,-.6102,-.3816
158,TAP,15800024,830,15801703,563.6072,552.2867,587.9786,599.5729,566.2538,605.9057,605.5914,593.7686,607.0122,604.8561,632.9692,225,3.75,.4135,-.4138,-.1164,-.1323,-.8208,.0795,.495,.1111,.231, ,.9454,.9268,1.515,.3708,1.4332,-1.9656
158,TAP,15800165,5957,15801704,589.5155,487.4122,581.4565,594.974,598.1294,575.9049,597.0967,581.697,573.1978,582.3374,584.2698,200,3.33333333333333,.5615,.255,1.4475,.0194,-.6306,-.0908,.718,.0078,1.5636,8,-.2662,-.5034,.1216,-.494,-.6102,.3181
158,TAP,15800051,1817,15801705,565.542,561.2596,548.9567,524.6934,560.0261,547.8562,557.1858,551.4619,526.5277,549.6152,528.7752,225,3.75,-.9075,-.9354,-.159,-1.2707,-2.1154,-2.4981,-3.7565,-.8702,-.1933,6,-.0862,-.829,-.7816,-.7778,-.6102,-.3816
158,TAP,15800086,3088,15801706,691.6283,582.4948,648.2705,669.5261,644.1664,623.5103,652.5505,628.0461,672.6226,648.018,609.4197,40,.666666666666667,1.225,.1133,-.1164,.0194,.5094,.5305,-1.0524,-.1624,-.1933,7,.0789,-.2827,.1216,1.7359,99,99
158,TAP,15800130,4717,15801708,542.4609,430.6151,511.432,487.5322,494.8211,526.5443,488.4442,514.6369,517.8794,490.2026,531.892,0,0,1.0327, , ,-1.2707,.0388,-.3744,.3155,-.4849,-.1933,9,-.2479,.6496,.1216,-.3035,.4505,-.3816
158,TAP,15800213,7644,15801709,629.4357,567.4358,606.2716,604.4175,583.2766,596.4398,634.1502,583.3134,628.6007,597.3067,596.1378,450,7.5,1.5258,.2474,-.3225,3.2811,2.1635,2.4511,3.2775,1.8543,-2.7904,11,-.3646,-.9413,-.4607,1.7359,.4505,-.3622
158,TAP,15800185,6652,15801711,614.9501,531.2627,592.8902,610.4953,574.4125,570.0584,614.734,584.4853,589.3111,595.1667,590.2008,150,2.5,.7473,-.4839,.3028,.0194,-.8208,.2649,-.2468,-.4849,-.1933,7,-.0862,.0226,.1216,1.356,.7194,2.0469
158,TAP,15800172,6219,15801713,553.4027,445.9679,554.2342,597.0223,558.8027,552.2173,604.8587,544.8826,575.7346,550.8323,552.596,160,2.66666666666667,-.6095,.0656,1.4475,3.2811,1.3705,-.833,1.2142,.1246,1.5636,5,-.59,-1.0741,-2.5027,1.7359,2.0781,2.0469
158,TAP,15800202,7274,15801714,675.4054,566.4063,612.9984,627.4114,579.6815,582.3325,642.8231,599.047,614.9307,585.2517,602.5021,225,3.75,.5596,.3679,.0488,-.1679,.1458,-.0908,.9743,.1246,-.1933,7,1.7671,-.1587,-.2503,1.7359,-.8671,-1.2428
158,TAP,15800165,5935,15801715,593.266,558.2215,577.9147,565.5342,570.637,590.1734,562.8614,576.9291,574.9672,592.2913,576.02,200,3.33333333333333,.4549,-.7666,-.2618,.6965,-2.1154,-.5718,-.0219,-.2111,2.1552,9,-.2509,-.335,-.9101,-1.2276,-.2928,-.0001
158,TAP,15800058,2090,15801716,634.3558,542.1815,648.0856,629.8171,619.2717,629.4675,665.6633,643.2616,636.339,620.0583,637.9646,150,2.5,-.6362,-.2569,.9209,.0194,.5094,.0177,-.7256,-.8771,2.1552,9,-.4314,-.5034,-.9299,.3708,.0714,-1.9656
158,TAP,15800197,7064,15801717,588.5089,590.334,610.0073,615.3617,601.8822,610.4211,623.5463,619.2471,617.2024,606.3414,629.8875,0,0,-1.0547, , ,.1669,.5094,-.0095,.7078,.959,1.5636,6,-.7737,-1.0611,.1216,.0683,.0532,-.3816
158,TAP,15800180,6501,15801718,503.787,536.9866,501.426,503.9272,529.5814,497.9831,496.4918,511.2141,462.2286,512.9127,486.627,110,1.83333333333333,.0577,-.9551,-1.0718,-.2325,-.8208,-.2865,-.5713,1.1359,1.5636,8,.4098,-.6587,-.7688,-.0575,-.878,-.787
158,TAP,15800094,3367,15801719,562.9161,481.9679,512.5447,501.6882,518.7845,490.7346,500.89,499.7168,528.4923,513.7059,496.3763,270,4.5,.2742,-.5645,.2044,.0194,-.8208,-.7413,.3163,-.7662,.5975,10,-.7221,-.3636,.1216,1.7359,2.0781,2.0469
158,TAP,15800136,4909,15801720,739.5038,710.5751,693.0923,681.0335,664.1445,682.4305,703.8089,689.5127,710.7187,656.4915,705.6868,180,3,.7658,-.3643,1.4475,3.2811,1.3859,.5305,.723,.8598,2.1552,7,.5266,.0226,.1216,-.248,1.4501,.0214
158,TAP,15800108,3897,15801722,551.7127,558.3321,581.9286,613.3071,582.5062,599.1937,611.793,592.6429,606.4606,599.4828,596.7876,200,3.33333333333333,.4025,-.7767,-.1164,.0194,.5094,.5305,.3155,.1111,-.1933,10,-1.0212,.0226,.1216,.3708,.4505,.9784
158,TAP,15800027,955,15801724,650.741,540.0178,578.7293,600.5214,577.8326,568.9722,613.4607,564.6818,598.7125,539.8868,564.2821,100,1.66666666666667,.7926,-.6711,-.4496,.2313,-.395,-.7742,1.229,-.7662,-.1933,7,-.5743,-.7902,.1216,.3708,-.6102,-.3816
158,TAP,15800099,3568,15801725,619.46,479.4554,577.9758,600.4555,559.5374,583.4713,591.7809,561.2314,573.5607,600.533,550.9305,180,3,.4635,3.1829,-2.7195,3.2811,.5094,.5305,3.2775,.5232,-.1933,11,2.6352,1.9359,2.0955,.3708,-.3597,-.3816
158,TAP,15800028,993,15801727,669.9577,571.7997,638.535,651.5802,608.7636,635.8626,668.6531,632.6722,662.8255,644.2679,636.8005,270,4.5,1.007,-.5417,1.4475,1.1561,.5426,.39,.5119,.1609,2.1552,8,-.59,.4173,-.1563,.3708,-.1416,-1.2982
158,TAP,15800195,7003,15801728,571.6015,556.4451,575.2374,568.1548,570.3867,571.2342,543.967,559.1139,548.0691,554.7023,577.4516,400,6.66666666666667,.6587,-.7023,.9209,1.4679,-2.1154,-.1239,3.2775,-1.0717,-.9387,8,-1.6559,.4437,2.0955,.3708,2.0781,1.0172
158,TAP,15800148,5346,15801729,612.1325,509.4883,577.0944,579.9562,572.8927,580.2918,573.5072,573.6447,573.2511,572.5634,572.9774,180,3,-1.2043,-.3823,-.2077,.2292,-.1379,-.0516,-.7237,-.241,.2697,8,.5266,-1.0611,.1216,.3708,-1.0416,-1.2428
158,TAP,15800189,6785,15801730,660.0631,611.6827,658.0439,656.3376,619.7106,622.5391,654.6141,623.5047,645.1384,661.9607,649.6497,80,1.33333333333333,.5993,-3.3405,-.2782,.0194,-.1042,-.7097,-.4523,-.3751,2.1552,10,1.3697,-.691,1.3857,-.7778,.5903,2.0469
158,TAP,15800032,1125,15801732,519.395,512.7546,542.7487,531.2916,544.5138,544.4586,526.891,549.9889,498.4969,543.1825,519.4109,200,3.33333333333333,-.4395,-.121,-.4496,-.2325,.5094,-.2926,-.0519,.705,1.0459,7,.0763,-1.0611,-1.1252,.3708,-.6102,-1.9656
158,TAP,15800026,901,15801733,575.8462,528.7382,535.4894,479.8499,487.5067,541.5729,516.3981,521.9911,547.5731,510.2896,535.4936,100,1.66666666666667,-.1588,-2.4245,-1.8849,-.1702,-1.7159,.1817,-.5924,-.4849,-.1933,8,2.6352,-1.3196,-.4607,.3708,.4505,2.0469
158,TAP,15800178,6412,15801735,544.015,507.8203,508.6165,517.4982,520.2845,522.7286,489.3142,526.3441,507.4078,529.3339,510.1697,250,4.16666666666667,.5837,.4127,.6375,.1067,-.8208,-.0577,.7158,.2296,1.5073,7,.3378,.7162,1.515,.8155,-1.0299,-1.2428
158,TAP,15800207,7436,15801740,508.6684,521.5644,502.3978,494.2641,472.9739,503.429,518.7396,501.6119,532.5967,494.5244,504.9955,0,0,-.0011, , ,-.0809,.5094,.5305,.9485,.5387,1.4394,9,1.1352,1.2867,-.2503,-.7778,.4505,-.3816
158,TAP,15800153,5520,15801742,568.1276,488.2305,549.1332,557.6063,547.1135,564.414,553.8482,553.4103,529.9962,551.8526,548.4682,250,4.16666666666667,-.7106,-.922,.0926,.0194,.5094,-.2865,-.4289,.5796,.7623,8,-.2479,-.3802,-.2503,.3708,-.0141,.3181
158,TAP,15800165,5941,15801744,568.1666,556.8786,595.5187,618.1859,594.1203,580.6968,593.5064,600.6804,586.8094,619.1337,591.1467,200,3.33333333333333,-.8251,-.7263,.9209,1.2283,.5094,.6026,1.857,.9799,2.1552,8,1.4003,1.4187,.839,.3708,-.6102,-.8348
158,TAP,15800054,1915,15801746,509.1033,479.1375,509.2588,512.4591,555.7096,498.195,495.2914,508.1976,521.485,528.1132,517.5436,225,3.75,-.1319,-.121,1.4475,-.1306,.5094,.1473,.3155,.1111,-.1933,6,-.0862,-1.0611,-.4607,.3708,.0532,-.3816
158,TAP,15800088,3150,15801748,595.5109,602.9712,608.078,588.9075,632.192,626.5089,589.437,623.3019,601.4462,589.5235,600.7471,200,3.33333333333333,-.9221,-.121,.5731,-.1323,-2.1154,-1.1931,.3155,.8598,2.1552,10,.3326,.0226,-.7108,.3708,99,99
158,TAP,15800165,5931,15801749,601.6965,553.3658,596.4847,612.0857,613.5033,589.2622,632.6127,618.392,643.3554,609.1742,579.1696,200,3.33333333333333,.4591,-.234,-.0543,1.1031,1.6403,2.3132,.5008,.5387,2.1552,9,.6608,.0226,-.1563,.3708,2.0781,.3181
158,TAP,15800121,4356,15801751,652.5595,541.5248,590.5708,593.2595,594.0549,606.2462,566.5459,585.5068,577.7111,554.8913,569.3526,100,1.66666666666667,-.5025,.375,.4325,.9775,1.0323,.3756,.308,.5952,1.4622,6,-.089,-1.5883,-1.1242,.7648,1.4332,-.0163
158,TAP,15800181,6534,15801753,510.4346,493.3321,509.4254,542.6427,504.8092,524.2996,529.1244,495.6805,523.6479,515.1896,510.0626,250,4.16666666666667,.5551,-.5952,-1.0718,-.0809,-.8208,-.172,1.5486,-.4495,-.1933,8,-.0862,-.227,-.1563,.3708,2.0781,-.3622
158,TAP,15800168,6063,15801755,524.8343,434.6073,511.7401,529.1155,508.2232,548.3301,519.6157,516.2568,499.4102,510.5612,556.678,100,1.66666666666667,-.3185,-.121,.9209,2.0258,.1458,-.178,-.5712,-.9233,2.1552,6,.5228,.0226,.4504,-.2874,-1.7704,-.787
158,TAP,15800077,2754,15801756,575.5214,498.4266,556.8241,569.5822,503.7356,547.1151,597.8305,542.664,537.7284,566.9562,532.8156,100,1.66666666666667,.5292,-.704,-.4527,1.2283,.125,1.4315,1.163,.2296,1.1174,10,-1.3103,.0226,.1216,.3708,.2564,.3181
